ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YJL051W,3802,5183,4634,5243,428
YJL052C-A,4065,784,-2,-2,-2
YJL052W,666,1086,3726,3503,2639
YJL053W,5805,5871,6114,2760,3418
YJL054W,2752,997,348,6046,5486
YJL055W,3564,2006,5078,5335,4674
YJL056C,2355,3851,4215,3037,1563
YJL057C,4579,2011,4359,1995,3844
YJL058C,1834,5632,5116,4822,3878
YJL059W,2517,6192,686,1697,3873
YJL060W,4337,228,1498,2080,3095
YJL061W,3138,4800,2027,987,1238
YJL062W,4122,3351,4306,6337,5057
YJL062W-A,4306,3301,6682,2485,4741
YJL063C,5891,5300,161,3664,4566
YJL064W,3323,6220,1104,461,6523
YJL065C,1162,2230,6055,4178,4796
YJL066C,3718,798,1342,3759,3328
YJL067W,-2,-2,-2,-2,-2
YJL068C,947,6147,2120,2012,6019
YJL069C,3769,522,5000,6381,4289
YJL070C,1780,5261,1478,3410,560
YJL071W,1799,3348,5700,4816,5612
YJL072C,5706,4187,4383,2300,1662
YJL073W,4985,3290,2074,3741,2112
YJL074C,4503,2469,771,1959,4831
YJL075C,3334,3315,5279,2823,873
YJL076W,2056,2288,1149,812,94
YJL077C,3336,1326,2717,1945,3778
YJL077W-A,3335,393,4208,4080,1723
YJL077W-B,4065,766,4299,-2,-2
YJL078C,2010,5272,5313,5179,4133
YJL079C,5380,2847,6306,3802,1387
YJL080C,4984,4873,4498,5946,3189
YJL081C,2867,1395,1236,2366,1421
YJL082W,364,2977,4050,5059,5045
YJL083W,3011,4548,3919,160,4054
YJL084C,1868,6434,6486,5051,4722
YJL085W,1724,3087,1207,4269,2333
YJL086C,3345,3347,2422,2795,-2
YJL087C,6241,2845,88,4813,4189
YJL088W,5700,5612,2766,1799,6270
YJL089W,1746,1548,1267,4644,5838
YJL090C,4187,1268,145,1560,399
YJL091C,5057,3508,3840,6337,3319
YJL092W,4958,1837,4634,1455,2260
YJL093C,3391,4223,3951,3354,1076
YJL094C,1526,4223,3391,5447,1076
YJL095W,5738,5980,6301,3390,4480
YJL096W,728,3846,3321,4921,3987
YJL097W,784,423,2304,3909,2150
YJL098W,818,6498,4700,4778,910
YJL099W,4445,273,6049,5009,3927
YJL100W,4418,5390,2047,1255,3887
YJL101C,5602,6249,2459,4416,4412
YJL102W,5932,6169,6291,5575,5301
YJL103C,2620,1864,4977,4864,4846
YJL104W,3036,4090,6221,2400,3407
YJL105W,2887,2987,6327,3433,360
YJL106W,2892,3588,1366,4162,2714
YJL107C,3368,3184,3390,1431,4786
YJL108C,3367,3390,3184,561,3698
YJL109C,5559,3267,831,3327,5066
YJL110C,2637,3934,1761,1105,1978
YJL111W,3265,1234,3559,1263,919
YJL112W,3083,4010,444,5959,1542
YJL113W,5006,5141,257,4270,5231
YJL114W,1213,5006,4270,2211,3332
YJL115W,258,5142,129,4011,4713
YJL116C,6618,6689,6690,2995,6161
YJL117W,363,4735,696,2617,4893
YJL118W,3383,3385,721,2958,683
YJL119C,568,197,191,6146,4869
YJL120W,3381,5689,4368,2780,6283
YJL121C,5833,6532,2577,376,4471
YJL122W,1140,543,2808,68,4091
YJL123C,5671,3275,5908,237,1696
YJL124C,1894,5269,1854,148,4564
YJL125C,1206,5175,981,5684,5517
YJL126W,3192,1761,6492,5605,205
YJL127C,4946,2489,3184,4964,5142
YJL127C-B,3184,4964,3811,6254,6494
YJL127W-A,4824,-2,-2,-2,-2
YJL128C,1860,4088,4197,1015,4480
YJL129C,4223,3353,3354,4617,1526
YJL130C,4545,3891,5078,4109,4717
YJL131C,2256,4751,1019,492,3401
YJL132W,1552,3351,5057,4041,3313
YJL133C-A,3396,3401,3392,4065,3393
YJL133W,894,4323,5079,6088,6296
YJL134W,5915,1350,1353,4367,2688
YJL135W,3397,766,2152,1816,-2
YJL136C,846,298,446,3089,1804
YJL136W-A,4834,5127,989,3717,3988
YJL137C,4365,2043,1635,6657,6629
YJL138C,2543,5699,3960,2144,6633
YJL139C,265,502,4310,5562,6207
YJL140W,2369,2916,5892,2166,2433
YJL141C,6412,5523,3406,1582,3049
YJL142C,3405,5874,1616,4045,1214
YJL143W,4974,3036,5486,3540,6221
YJL144W,1214,5584,2517,1310,6388
YJL145W,4834,4500,5387,4418,5354
YJL146W,3366,3328,3275,2394,1594
YJL147C,1411,6689,5489,2607,4325
YJL148W,3558,5371,6095,6465,5231
YJL149W,1389,907,4180,1090,1172
YJL150W,-2,-2,-2,-2,-2
YJL151C,1868,1426,3437,1479,5897
YJL152W,6029,5072,3610,1673,2198
YJL153C,2800,1343,1164,2710,5668
YJL154C,5805,5871,3310,6114,2760
YJL155C,4461,2624,4497,6031,4976
YJL156C,2057,1201,1534,2753,1579
YJL156W-A,-2,-2,-2,-2,-2
YJL157C,138,48,424,6423,5960
YJL158C,2572,4396,2609,4308,2665
YJL159W,3839,1113,2665,1091,4396
YJL160C,3786,421,3698,3875,4003
YJL161W,2633,5917,4281,4740,2217
YJL162C,1378,3331,5192,4173,4985
YJL163C,4917,569,4844,3429,5697
YJL164C,3049,3262,6367,5839,5215
YJL165C,3391,3951,4617,1189,52
YJL166W,5801,6664,2064,2807,1652
YJL167W,6276,2968,6227,4738,5514
YJL168C,1510,5142,5561,4610,916
YJL169W,3433,-2,-2,-2,-2
YJL170C,2126,5266,1532,3027,1983
YJL171C,24,332,3368,1091,4206
YJL172W,5075,2901,1694,1522,1868
YJL173C,5438,87,158,3710,3214
YJL174W,6091,6627,5448,2547,2986
YJL175W,3441,6508,4783,5294,1525
YJL176C,5492,565,6038,6172,2715
YJL177W,846,298,446,6560,3643
YJL178C,4556,925,2049,2277,6507
YJL179W,4303,1625,2449,5275,4702
YJL180C,5441,5375,229,3617,3321
YJL181W,3447,5335,4290,1143,3273
YJL182C,3446,2166,-2,-2,-2
YJL183W,1667,6207,3570,265,1296
YJL184W,3998,4638,3939,2647,877
YJL185C,1390,6507,207,6368,3172
YJL186W,6210,265,1715,1554,1438
YJL187C,2479,4788,6578,396,424
YJL188C,3454,2536,2198,6502,5644
YJL189W,846,298,446,6560,1804
YJL190C,846,298,446,6560,1804
YJL191W,846,298,446,6560,1804
YJL192C,6593,3882,2101,1092,1781
YJL193W,5264,5963,3836,4966,5323
YJL194W,4187,3176,313,3541,473
YJL195C,3459,1089,1081,-2,-2
YJL196C,423,2150,1788,3357,4492
YJL197C-A,3463,-2,-2,-2,-2
YJL197W,5863,1901,3462,4051,344
YJL198W,4735,2906,572,2617,2065
YJL199C,5019,6344,372,1864,2565
YJL200C,1285,5148,5875,4417,6455
YJL201W,5577,4210,314,807,2882
YJL202C,3469,6650,2430,-2,-2
YJL203W,4984,4652,813,801,6377
YJL204C,1207,3345,2333,1389,27
YJL205C,3472,3759,2394,3279,6620
YJL206C,3473,1592,3471,5646,1058
YJL207C,6486,2305,2876,3470,6049
YJL208C,1319,5545,5945,5768,5241
YJL209W,4813,6241,4189,88,6692
YJL210W,1321,4294,4776,836,2250
YJL211C,2249,4922,3476,4454,1321
YJL212C,3995,2210,4412,4416,2249
YJL213W,2463,3129,6270,6227,876
YJL214W,3976,1548,574,1224,5357
YJL215C,6012,3926,-2,-2,-2
YJL216C,3190,3119,2675,575,2674
YJL217W,3484,4771,2089,2459,4535
YJL218W,3483,6410,3200,5729,2531
YJL219W,2106,5717,3487,123,2667
YJL220W,3487,-2,-2,-2,-2
YJL221C,3190,3119,3486,3485,2675
YJL222W,3201,3490,3489,3254,3254
YJL222W-A,3490,3254,3898,5544,3485
YJL222W-B,3489,3254,3898,2361,1096
YJL223C,5548,81,579,3204,2738
YJL225C,4745,5465,4081,4597,4595
YJL225W-A,-2,-2,-2,-2,-2
YJR001W,218,1861,3108,1698,4844
YJR002W,3327,5066,3769,522,4278
YJR003C,3151,2570,5755,670,4134
YJR004C,5515,2185,6350,3854,4123
YJR005C-A,1261,470,4295,2167,2319
YJR005W,160,5616,3553,6486,2305
YJR006W,3710,6648,344,6329,875
YJR007W,446,6499,1339,1499,4873
YJR008W,1635,3161,1526,4357,3690
YJR009C,666,1086,3726,3826,3309
YJR010C-A,3233,4149,4659,1736,1823
YJR010W,3662,2058,6637,3634,5400
YJR011C,5540,5539,670,3840,1304
YJR012C,3508,5383,5019,3465,6344
YJR013W,252,2239,633,6656,3507
YJR014W,1722,4873,1156,5969,5034
YJR015W,1174,3620,4129,404,6318
YJR016C,4865,4472,3646,2988,5222
YJR017C,5345,5053,5254,3179,1196
YJR018W,-2,-2,-2,-2,-2
YJR019C,3909,2304,4393,5924,4294
YJR020W,2364,5207,-2,-2,-2
YJR021C,4892,5333,1766,2351,4444
YJR022W,5042,5900,6552,1894,4233
YJR023C,3517,1721,2535,3181,4525
YJR024C,1669,6577,4757,5120,1582
YJR025C,4337,228,2080,2645,5957
YJR026W,5006,4270,4051,1180,3996
YJR027W,1137,1885,1317,2481,4590
YJR028W,89,5006,6477,3304,2638
YJR029W,4824,1973,5006,3079,85
YJR030C,5335,4290,1999,1143,3273
YJR031C,913,5413,921,1865,1006
YJR032W,4954,6405,5761,419,3789
YJR033C,1249,1389,6086,389,3748
YJR034W,4029,4019,2884,3872,4121
YJR035W,4972,2643,2166,916,1925
YJR036C,181,3532,336,1220,970
YJR037W,3531,2072,1027,1472,6003
YJR038C,4974,-2,-2,-2,-2
YJR039W,4771,3112,5850,1887,2385
YJR040W,1526,2548,1326,2888,1995
YJR041C,3676,5509,717,5000,5066
YJR042W,3984,2196,890,4311,3723
YJR043C,875,3500,6329,3164,5219
YJR044C,5689,1254,4477,6280,4808
YJR045C,3036,4366,4090,5981,3407
YJR046W,4671,2886,3459,145,473
YJR047C,2828,3565,6291,1665,3749
YJR048W,5801,2064,1652,2284,1605
YJR049C,2374,2840,4443,5364,6219
YJR050W,3849,4201,4984,989,1486
YJR051W,3149,4053,3547,6308,3544
YJR052W,373,1915,1668,3530,2643
YJR053W,4809,4670,4748,5982,25
YJR054W,3951,3391,1753,6350,6647
YJR055W,6357,2794,1654,4028,5242
YJR056C,1423,5988,3100,6174,4670
YJR057W,527,5813,3734,3688,2917
YJR058C,160,5616,3499,3807,2305
YJR059W,4987,2101,625,3391,6233
YJR060W,5220,3223,2515,3714,4932
YJR061W,6210,2330,4881,3553,998
YJR062C,632,2111,4911,3445,2598
YJR063W,6569,2916,1197,5231,5972
YJR064W,3265,1234,1263,919,3371
YJR065C,509,4490,800,3675,5925
YJR066W,2964,2985,5116,5254,4733
YJR067C,5383,1128,2187,6506,3013
YJR068W,5885,344,5651,5965,5416
YJR069C,5343,3312,1524,4988,3734
YJR070C,2828,1665,3542,5066,4890
YJR071W,-2,-2,-2,-2,-2
YJR072C,6010,4349,1473,1886,5415
YJR073C,2533,5292,1745,5919,5248
YJR074W,1725,4405,5929,3568,1032
YJR075W,1296,6207,1667,3448,4726
YJR076C,656,2875,4429,1269,1578
YJR077C,3617,4810,153,5486,4974
YJR078W,4337,1498,3520,2301,228
YJR079W,2744,243,1619,4715,4774
YJR080C,3916,638,4751,538,5217
YJR082C,1981,6488,2858,5992,5255
YJR083C,6000,365,160,4229,6208
YJR084W,6503,1426,1222,1200,4775
YJR085C,1301,797,6466,400,5963
YJR086W,5960,2751,1142,3422,2693
YJR087W,318,3580,147,-2,-2
YJR088C,3882,4024,625,2331,3041
YJR089W,6373,2979,420,2515,4932
YJR090C,1389,907,5693,3062,1960
YJR091C,1567,4251,5114,6347,155
YJR092W,594,2875,3165,4429,1724
YJR093C,4199,6565,4386,4815,5443
YJR094C,3366,1254,4899,2414,2290
YJR094W-A,846,298,446,6560,1804
YJR095W,4000,5235,4277,1792,4497
YJR096W,4281,2413,4740,2633,5023
YJR097W,3125,3868,4275,4228,200
YJR098C,686,183,5083,3548,4065
YJR099W,4051,1180,4270,3996,6524
YJR100C,6671,3561,6259,4548,4996
YJR101W,5256,1077,2226,526,3113
YJR102C,6158,4542,3663,589,4107
YJR103W,4988,6465,6096,162,3734
YJR104C,2756,4790,2459,2593,1308
YJR105W,5261,4476,1277,4637,4312
YJR106W,5447,5894,2100,3937,4999
YJR107W,3603,4621,629,1598,148
YJR108W,3602,6529,5566,4621,3896
YJR109C,5612,6053,3348,1799,6052
YJR110W,3887,4346,2047,5848,1880
YJR111C,1092,1646,5304,2320,4469
YJR112W,39,6398,3216,482,5623
YJR112W-A,6268,6209,6643,5988,4898
YJR113C,6169,410,526,3321,2689
YJR114W,3609,2165,5777,793,174
YJR115W,3609,6697,6682,4065,3231
YJR116W,6039,6245,449,5555,4121
YJR117W,1480,5050,3682,863,4509
YJR118C,869,4437,4612,59,212
YJR119C,5142,1775,2887,1798,258
YJR120W,5743,3024,6466,3617,2501
YJR121W,5801,3678,6477,6236,772
YJR122W,6525,4039,5944,3705,2112
YJR123W,846,298,446,6560,1804
YJR124C,3510,4086,4129,685,6318
YJR125C,2305,2548,1194,4968,6486
YJR126C,185,3623,2635,2964,3621
YJR127C,3624,5555,4495,3622,2517
YJR128W,3623,4065,6220,2100,-2
YJR129C,547,3082,3133,404,2365
YJR130C,2281,2531,1831,5400,6442
YJR131W,4140,502,2132,581,2121
YJR132W,2341,5089,1852,267,4463
YJR133W,5261,1018,4312,5867,5343
YJR134C,4369,5964,3855,829,2722
YJR135C,4501,6504,6174,2562,364
YJR135W-A,2564,5486,2752,348,1648
YJR136C,3697,2470,2226,2867,1236
YJR137C,6637,2058,3505,3662,4175
YJR138W,237,5698,1696,1169,4733
YJR139C,1776,1199,2775,5400,715
YJR140C,129,5774,486,3375,5329
YJR140W-A,3637,-2,-2,-2,-2
YJR141W,6094,1083,1182,6106,5524
YJR142W,2519,369,4238,2163,3641
YJR143C,868,24,6074,3792,2378
YJR144W,4634,8,688,1352,1995
YJR145C,846,298,446,6560,1804
YJR146W,3645,3072,2947,5260,4475
YJR147W,5262,3644,2494,3647,3708
YJR148W,3511,4472,851,5847,4865
YJR149W,3646,3909,3645,5999,1390
YJR150C,5741,3022,3542,5743,1727
YJR151C,5272,2010,5715,3766,2501
YJR151W-A,-2,-2,-2,-2,-2
YJR152W,5352,5262,1761,3244,3240
YJR153W,6655,2551,685,4413,5271
YJR154W,3654,5529,5527,5528,3185
YJR155W,3653,5529,5527,5528,2996
YJR156C,6427,5609,2519,285,1657
YJR157W,-2,-2,-2,-2,-2
YJR158W,1026,1548,1027,1703,3658
YJR159W,2872,1027,2577,5544,1433
YJR160C,1932,1027,3658,2674,574
YJR161C,4744,2019,1030,580,5462
YJR162C,5463,1619,5549,3900,2020
YKL001C,3505,6637,3634,2058,5400
YKL002W,4542,3936,6223,1557,3597
YKL003C,2689,6169,410,526,1398
YKL004W,1432,6214,5046,286,5361
YKL005C,916,2139,3512,4984,3669
YKL006C-A,2722,3014,4377,4108,3873
YKL006W,846,298,446,6560,1804
YKL007W,3050,5506,800,4848,4490
YKL008C,5076,449,3397,541,5915
YKL009W,5066,1869,2856,6375,1721
YKL010C,970,2567,336,1527,1842
YKL011C,1352,4826,2888,6694,6688
YKL012W,4984,3079,860,4648,2377
YKL013C,509,800,3560,4490,5506
YKL014C,3369,5000,3536,5251,6381
YKL015W,4227,2790,3387,4578,6413
YKL016C,6440,4407,6477,6236,772
YKL017C,6289,2247,770,1966,5934
YKL018C-A,5972,2188,-2,-2,-2
YKL018W,440,51,86,5345,1876
YKL019W,863,2252,3613,5050,1480
YKL020C,2150,900,2418,1868,435
YKL021C,4091,5174,3983,6020,6375
YKL022C,2212,4212,777,213,2094
YKL023C-A,4065,2284,-2,-2,-2
YKL023W,2312,4518,2442,4481,1194
YKL024C,5481,3734,3552,1649,2896
YKL025C,2190,1224,22,1919,874
YKL026C,6249,5352,5602,4742,2756
YKL027W,2310,3018,3010,6230,5032
YKL028W,3963,1925,916,2369,3169
YKL029C,6104,489,5686,45,849
YKL030W,3693,-2,-2,-2,-2
YKL031W,3697,3699,3696,4826,3072
YKL032C,1080,1727,6523,4681,1217
YKL033W,2470,3633,6400,1236,2867
YKL033W-A,125,1691,3875,4003,3904
YKL034W,5627,864,1226,5971,1868
YKL035W,4861,4365,268,386,6629
YKL036C,3702,3700,3834,3798,-2
YKL037W,3701,3700,6102,2168,2335
YKL038W,5783,974,371,914,3584
YKL039W,5569,1504,4105,5361,3309
YKL040C,4039,5944,596,6525,3618
YKL041W,4542,3936,6223,3597,589
YKL042W,6284,799,1418,56,5348
YKL043W,2851,337,3709,1311,6067
YKL044W,3708,387,2022,1062,164
YKL045W,5385,6648,3214,875,3500
YKL046C,2132,2181,4043,3765,3840
YKL047W,6363,4198,6401,5276,5915
YKL048C,1548,1872,2276,5289,424
YKL049C,5608,5142,915,258,5141
YKL050C,829,5852,2766,2926,4782
YKL051W,4418,4983,5169,2581,2313
YKL052C,1248,2486,3938,1048,2156
YKL053C-A,4271,4296,1231,3872,2395
YKL053W,3717,-2,-2,-2,-2
YKL054C,3530,916,6203,4972,2275
YKL055C,5969,1788,6396,3869,3858
YKL056C,4158,3619,2244,6560,4270
YKL057C,3984,2196,890,3537,4311
YKL058W,5554,916,2916,2166,1473
YKL059C,4199,6565,4386,1357,1279
YKL060C,45,1086,3826,3503,666
YKL061W,2175,1419,5201,1627,4530
YKL062W,1991,4197,6367,3842,2985
YKL063C,4065,2277,3543,3683,3762
YKL064W,6088,6218,4299,5550,5690
YKL065C,1863,2710,843,1765,4184
YKL065W-A,164,2549,3109,1646,2054
YKL066W,3734,1946,113,2618,6614
YKL067W,3552,3688,1277,1924,3564
YKL068W,1849,5836,3138,1238,3296
YKL068W-A,2914,2253,4115,2290,5314
YKL069W,1763,613,4074,6442,4283
YKL070W,3739,762,-2,1024,4462
YKL071W,-2,3738,762,4072,1024
YKL072W,5553,5435,4769,2953,152
YKL073W,5583,4985,6002,623,1590
YKL074C,4984,4200,3079,2853,6340
YKL075C,3744,3935,2690,2361,5287
YKL076C,3743,5324,4496,171,1114
YKL077W,895,1843,3053,196,2866
YKL078W,3327,4700,3111,2268,2943
YKL079W,6079,1996,3955,6603,3187
YKL080W,1655,4574,389,6399,2384
YKL081W,377,6539,2,1100,5872
YKL082C,5228,6605,3848,2474,26
YKL083W,3750,6604,2612,6403,2069
YKL084W,3872,2395,2564,3632,2752
YKL085W,5468,6431,659,3778,3617
YKL086W,4629,2593,190,6249,4038
YKL087C,6334,5801,5486,5920,5773
YKL088W,3103,2663,1243,1607,5790
YKL089W,39,3714,1306,2515,6373
YKL090W,4051,3996,3174,3531,5052
YKL091C,4281,4357,4861,2633,5917
YKL092C,2528,697,5839,5215,536
YKL093W,3781,4835,600,1037,850
YKL094W,1094,5094,3991,5993,442
YKL095W,4984,6312,4201,1486,1427
YKL096C-B,937,3859,6704,856,113
YKL096W,4194,1113,2299,1113,4511
YKL096W-A,4194,1113,2299,108,4511
YKL097C,4065,5670,4195,-2,-2
YKL098W,531,4885,6616,466,1000
YKL099C,3327,6381,4289,5734,4849
YKL100C,1481,3233,4498,5824,4984
YKL100W-A,-2,-2,-2,-2,-2
YKL101W,396,3452,5356,4788,2875
YKL102C,4065,902,-2,-2,-2
YKL103C,5636,207,2253,1810,6507
YKL104C,1972,876,1691,1717,5078
YKL105C,2457,6160,2505,4782,4842
YKL106C-A,141,303,-2,-2,-2
YKL106W,3753,71,995,849,6608
YKL107W,887,4875,3300,6279,2529
YKL108W,5796,4187,2209,3459,3350
YKL109W,6115,2337,143,4836,3761
YKL110C,4504,6244,6260,2583,2965
YKL111C,2977,3347,5919,591,2144
YKL112W,373,3547,5339,4327,6562
YKL113C,344,943,875,2937,87
YKL114C,141,5596,13,4622,495
YKL115C,-2,-2,-2,-2,-2
YKL116C,3782,1933,1138,3087,1414
YKL117W,5761,6405,4954,1265,4319
YKL118W,3791,224,1198,6220,4453
YKL119C,2819,6018,3790,4574,2476
YKL120W,2988,2102,3641,2120,24
YKL121W,5249,5916,5906,502,2847
YKL122C,6374,4716,865,6408,6547
YKL123W,3796,-2,-2,-2,-2
YKL124W,3795,992,3699,1868,5649
YKL125W,6096,6569,6095,6465,5371
YKL126W,1561,5658,5518,4860,749
YKL127W,6629,463,5054,3700,1086
YKL128C,1110,4110,4878,2588,4859
YKL129C,5925,800,4452,3212,1998
YKL130C,392,31,3862,1567,2026
YKL131W,-2,-2,-2,-2,-2
YKL132C,539,5379,339,5985,4870
YKL133C,3975,170,530,3098,504
YKL134C,2774,4265,1810,1500,2398
YKL135C,6428,6486,4273,160,5616
YKL136W,3807,2823,3088,2069,-2
YKL137W,4919,3872,4307,4321,3529
YKL138C,3938,3717,1379,508,1048
YKL138C-A,3938,3717,1379,508,1048
YKL139W,916,3263,4723,4610,5053
YKL140W,5094,3991,5488,5820,710
YKL141W,4267,4053,1221,3822,6046
YKL142W,2457,6160,2131,4379,3760
YKL143W,831,522,5301,5593,5792
YKL144C,6569,5955,6663,5855,5231
YKL145W,3258,4699,6009,2777,1739
YKL145W-A,3818,-2,-2,-2,-2
YKL146W,3108,618,1861,3821,5218
YKL147C,3820,-2,-2,-2,-2
YKL148C,4053,1221,1652,3814,5801
YKL149C,2464,3988,5011,3306,2370
YKL150W,5229,4740,3825,4053,3161
YKL151C,5323,5023,4281,4740,2633
YKL152C,666,1086,2639,3726,2948
YKL153W,667,3826,2198,1008,6303
YKL154W,1348,6547,6002,4498,6252
YKL155C,2599,6292,526,6169,1077
YKL156C-A,3831,-2,-2,-2,-2
YKL156W,846,298,446,1804,3643
YKL157W,141,1810,3774,562,6675
YKL159C,4558,3867,4662,5968,5688
YKL160W,916,1364,3035,4610,5972
YKL161C,6247,6301,5980,1853,3136
YKL162C,4980,5323,5264,5963,5207
YKL162C-A,5106,-2,-2,-2,-2
YKL163W,1091,1113,3765,2665,2989
YKL164C,3786,3424,5158,5453,2122
YKL165C,252,2239,3508,3351,1358
YKL165C-A,6596,4266,15,5445,667
YKL166C,3049,3262,5215,6367,3429
YKL167C,1474,4751,382,1352,2604
YKL168C,3391,3951,3058,4984,1138
YKL169C,3846,2069,2603,2823,-2
YKL170W,3609,5196,4455,6291,4962
YKL171W,5352,979,974,744,1271
YKL172W,5066,1869,2856,3769,802
YKL173W,5900,1729,4984,989,4652
YKL174C,2705,6443,99,103,4040
YKL175W,2355,3037,4215,5016,6068
YKL176C,2427,2544,3548,4809,4733
YKL177W,3854,3497,647,3855,2786
YKL178C,1983,6350,2751,647,2185
YKL179C,2722,5964,829,3630,1589
YKL180W,846,298,446,6560,1804
YKL181W,194,1841,5615,5833,2699
YKL182W,6396,5485,4978,5020,6070
YKL183C-A,937,3764,6704,856,113
YKL183W,4093,2445,2060,3030,5627
YKL184W,6527,6270,4565,5605,4231
YKL185W,3802,5456,6343,6300,352
YKL186C,6331,1200,1450,890,370
YKL187C,5318,1511,2620,1106,1864
YKL188C,6308,1732,3909,2304,5707
YKL189W,6110,2870,5283,1993,3153
YKL190W,4558,4662,5254,5138,3833
YKL191W,200,3125,4275,521,4228
YKL192C,6309,4345,3431,276,2566
YKL193C,1876,2028,1060,5922,1111
YKL194C,380,6089,205,5654,6490
YKL195W,2395,2752,4019,1648,4029
YKL196C,4968,3014,2722,4108,4161
YKL197C,4294,1295,5597,5455,2250
YKL198C,4003,3698,6047,6548,3367
YKL201C,1715,6210,2330,265,2132
YKL202W,-2,-2,-2,-2,-2
YKL203C,1834,2964,5632,5116,4822
YKL204W,5699,6024,938,2275,437
YKL205W,4405,5901,2602,1396,2503
YKL206C,2638,4302,5095,438,2083
YKL207W,625,4024,2331,3582,3041
YKL208W,2730,840,1244,6693,6694
YKL209C,1983,5266,1532,3027,1480
YKL210W,336,1220,1095,1129,4051
YKL211C,1830,1416,1038,2120,5503
YKL212W,4418,5390,2047,1438,4346
YKL213C,4051,900,970,2418,435
YKL214C,1450,6331,5230,1279,6340
YKL215C,4412,3361,995,2645,6132
YKL216W,4545,4717,3392,5045,4096
YKL217W,664,62,4277,4497,3590
YKL218C,3886,5095,3894,3898,2739
YKL219W,3893,3898,2739,2733,2741
YKL220C,4130,4812,1892,2167,4771
YKL221W,3897,5002,3898,2739,2733
YKL222C,3896,3898,2739,2741,2733
YKL223W,2739,2733,2741,3254,3900
YKL224C,1680,579,3255,764,5109
YKL225W,244,3005,1619,3661,5463
YKR001C,3083,3807,4010,4752,4198
YKR002W,4199,3587,6565,4815,1357
YKR003W,6646,1863,3887,5390,4834
YKR004C,4731,3698,4003,6548,5601
YKR005C,5691,450,6281,5392,5319
YKR006C,2604,5115,382,1474,6335
YKR007W,331,2544,4733,733,732
YKR008W,3150,2426,4474,2070,4847
YKR009C,4644,3188,2304,4393,1295
YKR010C,1149,2056,1509,6595,862
YKR011C,2529,6098,1273,5426,6458
YKR012C,3913,-2,-2,-2,-2
YKR013W,5380,3912,6325,2847,5084
YKR014C,4705,1880,5419,5032,5208
YKR015C,3999,3838,4975,840,4065
YKR016W,5137,538,638,2038,5217
YKR017C,4674,4051,3725,3885,1095
YKR018C,3692,5059,5498,419,5741
YKR019C,3011,4548,3343,160,5550
YKR020W,1555,3285,1059,1540,4968
YKR021W,1868,5751,5051,4722,6075
YKR022C,4549,4201,2504,3545,35
YKR023W,916,6638,3672,1513,2658
YKR024C,5954,3983,4325,6251,6168
YKR025W,5471,6569,3817,5955,926
YKR026C,3501,1262,2454,4403,6008
YKR027W,4445,5009,273,3359,6049
YKR028W,818,6498,3179,4778,1349
YKR029C,360,692,3135,2292,1196
YKR030W,3526,1650,5040,1212,972
YKR031C,4929,5248,5919,5292,4834
YKR032W,4065,3756,-2,-2,-2
YKR033C,3934,-2,-2,-2,-2
YKR034W,1105,2637,3370,1761,1978
YKR035C,3936,2690,2361,3236,4820
YKR035W-A,5388,3663,6646,4107,3706
YKR036C,3083,4010,1985,22,444
YKR037C,2156,1048,1248,2486,1379
YKR038C,2647,4638,3449,3998,2266
YKR039W,5262,4722,5051,1868,271
YKR040C,3942,2100,3072,6181,4361
YKR041W,3941,1734,4823,169,6235
YKR042W,6618,3172,736,6689,6690
YKR043C,4471,1086,4497,5833,3726
YKR044W,6176,1582,1268,2348,2932
YKR045C,5264,2899,6067,1412,1751
YKR046C,586,4525,1377,4909,2223
YKR047W,3949,2823,2069,4079,1893
YKR048C,5369,5561,2630,2341,1749
YKR049C,3161,4281,2217,5697,2909
YKR050W,4223,3353,3549,4649,3354
YKR051W,4065,5395,1890,3725,4554
YKR052C,894,4323,5079,6088,4116
YKR053C,4367,5915,1350,6245,2688
YKR054C,6017,1494,2897,1559,6603
YKR055W,536,911,1906,4491,5925
YKR056W,6020,4802,6168,4325,146
YKR057W,2244,4111,846,298,446
YKR058W,4365,1635,2043,6657,6629
YKR059W,2543,5699,2144,6633,3402
YKR060W,3327,2268,4300,1519,522
YKR061W,5530,6207,3026,466,1438
YKR062W,3692,3169,2569,6545,2369
YKR063C,4047,2852,5305,2856,5174
YKR064W,739,1592,3536,3761,2008
YKR065C,3540,3364,3407,3036,6221
YKR066C,3543,6249,1308,2472,2459
YKR067W,5919,3148,823,6601,3991
YKR068C,4989,1477,5854,1544,1297
YKR069W,484,2058,6637,3634,1083
YKR070W,1016,918,983,4065,4657
YKR071C,2187,6506,3013,1135,5363
YKR072C,2663,3103,1243,4617,3756
YKR073C,4552,2698,315,4829,3531
YKR074W,159,6390,3805,2570,5405
YKR075C,3703,3977,5357,3480,2254
YKR075W-A,3976,-2,-2,-2,-2
YKR076W,190,4846,4740,1523,5917
YKR077W,5802,4013,4285,424,1853
YKR078W,5871,3418,2760,3310,4014
YKR079C,4325,6168,924,5954,3369
YKR080W,4141,1051,4957,52,539
YKR081C,5066,1869,2856,802,6375
YKR082W,890,3537,2196,4311,3723
YKR083C,1248,1379,2156,3938,3717
YKR084C,5111,4873,5301,1128,583
YKR085C,3321,5256,5375,4566,4626
YKR086W,4984,2504,3545,4201,1486
