,rank,weighted_rank
YJL159W,235,0.318829467765638
YJL160C,80,0.41572822822822825
YJL161W,152,0.36182234866445395
YJL162C,180,0.3473973973973974
YJL163C,228,0.2787173138050331
YJL164C,740,0.34929524118713307
YJL165C,359,0.2886284613304112
YJL166W,349,0.4240802406991519
YJL167W,557,0.2967078388981441
YJL168C,704,0.38572521385021385
YJL169W,1,0.8708708708708709
YJL170C,61,0.38738738738738737
YJL171C,94,0.30346303750559067
YJL172W,483,0.3024142154576937
YJL173C,166,0.4119782433035445
YJL174W,99,0.3305831083608861
YJL175W,31,0.4158028996738674
YJL176C,379,0.32855282723356605
YJL177W,698,0.5556874926502434
YJL178C,185,0.37807537266996727
YJL179W,106,0.2961263149942395
YJL180C,326,0.3529296167332977
YJL181W,43,0.4620201596945783
YJL182C,2,0.5470470470470471
YJL183W,225,0.3257568679790902
YJL184W,88,0.3741241241241241
YJL185C,77,0.4594984594984595
YJL186W,86,0.40570803361501034
YJL187C,664,0.37807837958440366
YJL188C,87,0.3514894204549377
YJL189W,756,0.4744572614942985
YJL190C,755,0.5333412883081757
YJL191W,724,0.5689501656352485
YJL192C,78,0.37932804599471265
YJL193W,146,0.3009173557118763
YJL194W,648,0.4798888394567407
YJL195C,3,0.43610276943610277
YJL196C,180,0.29018462907351794
YJL197C-A,1,0.970970970970971
YJL197W,312,0.3352775852775853
YJL198W,318,0.2638865280374714
YJL199C,16,0.6572197197197197
YJL200C,647,0.3089751265949102
YJL201W,131,0.31884556312037227
YJL202C,3,0.46846846846846846
YJL203W,393,0.4024024024024024
YJL204C,274,0.3622819900192163
YJL205C,91,0.33983433983433986
YJL206C,42,0.35104151770818437
YJL207C,163,0.31064193027383213
YJL208C,366,0.2832832832832833
YJL209W,147,0.36722436722436724
YJL210W,157,0.3773391225620525
YJL211C,51,0.3446387564034623
YJL212C,162,0.3034577787664207
YJL213W,124,0.24342084019503374
YJL214W,301,0.22698113395787814
YJL215C,2,0.1816816816816817
YJL216C,174,0.3068988528758644
YJL217W,106,0.36617749825296997
YJL218W,366,0.2698709638600349
YJL219W,387,0.2483853362406334
YJL220W,1,0.923923923923924
YJL221C,212,0.30446012049785637
YJL222W,145,0.2746125435780608
YJL222W-A,16,0.48235735735735735
YJL222W-B,12,0.3800467133800467
YJL223C,116,0.44541092816954886
YJL225C,122,0.4470536109880372
YJR001W,203,0.3352071283105766
YJR002W,537,0.5517677826802594
YJR003C,102,0.3899193310958017
YJR004C,107,0.3531756055120541
YJR005C-A,102,0.3317435082140964
YJR005W,273,0.34485767819101154
YJR006W,300,0.4067600934267601
YJR007W,805,0.4412959543394326
YJR008W,326,0.27238588281533066
YJR009C,1266,0.3271106809811391
YJR010C-A,212,0.3289043760741874
YJR010W,528,0.33425850092516757
YJR011C,36,0.3995384273162051
YJR012C,34,0.44812459518341874
YJR013W,261,0.39655747701724714
YJR014W,392,0.356139302567874
YJR015W,64,0.3704642142142142
YJR016C,701,0.30680894874903436
YJR017C,696,0.2864588726657692
YJR019C,282,0.34939194513662597
YJR020W,2,0.1956956956956957
YJR021C,121,0.36432300068663703
YJR022W,341,0.4123155413477994
YJR023C,17,0.44144144144144143
YJR024C,371,0.26134220473843117
YJR025C,159,0.35898162313256654
YJR026W,14,0.2107107107107107
YJR027W,43,0.36354959610773563
YJR028W,71,0.28391772053743886
YJR029W,21,0.28128128128128127
YJR030C,58,0.33747540644092366
YJR031C,301,0.35070618791549024
YJR032W,454,0.2997557028394033
YJR033C,350,0.30651222651222654
YJR034W,141,0.40103223791167053
YJR035W,559,0.36805320526250757
YJR036C,459,0.3601335540333362
YJR037W,7,0.7278707278707278
YJR038C,1,0.1961961961961962
YJR039W,76,0.33530899320373003
YJR040W,304,0.24244639376218324
YJR041C,341,0.4189937738324835
YJR042W,301,0.35573114642882087
YJR043C,264,0.4429164012497346
YJR044C,181,0.34098739623601504
YJR045C,773,0.3215854923487524
YJR046W,124,0.4146162291323582
YJR047C,858,0.3588261921595255
YJR048W,797,0.3512232433186009
YJR049C,259,0.30192741003551815
YJR050W,312,0.5147743897743898
YJR051W,386,0.28798228280093563
YJR052W,292,0.40288576247480357
YJR053W,187,0.46483917072152364
YJR054W,45,0.43080858636414193
YJR055W,44,0.3956911456911457
YJR056C,8,0.3176926926926927
YJR057W,689,0.29317997242525545
YJR058C,180,0.40766321877432987
YJR059W,395,0.2574371840194625
YJR060W,495,0.3413939191716969
YJR061W,64,0.3570289039039039
YJR062C,131,0.24173027989821882
YJR063W,624,0.4186125227791894
YJR064W,928,0.36329972213592904
YJR065C,432,0.29471832944055165
YJR066W,1134,0.4017377165525314
YJR067C,56,0.44953882453882454
YJR068W,585,0.4175611508944842
YJR069C,694,0.3085145664396385
YJR070C,790,0.3596837343672787
YJR072C,340,0.33108402520167224
YJR073C,378,0.331638516823702
YJR074W,136,0.31448360124830715
YJR075W,221,0.31637972814443405
YJR076C,329,0.3304550751359262
YJR077C,490,0.32912095769238625
YJR078W,114,0.366059041497638
YJR079W,21,0.38119071452404785
YJR080C,81,0.36856609696115866
YJR082C,193,0.40379239342969914
YJR083C,47,0.3238131748770047
YJR084W,219,0.3635919024046878
YJR085C,163,0.3037270399233589
YJR086W,145,0.4238169203686445
YJR087W,3,0.6006006006006006
YJR088C,175,0.29664521664521665
YJR089W,504,0.3332260832260832
YJR090C,467,0.4518437066616938
YJR091C,220,0.2990945490945491
YJR092W,187,0.4071825836531719
YJR093C,217,0.3892556150620667
YJR094C,285,0.38120576717067944
YJR094W-A,595,0.5520259755553873
YJR095W,230,0.3034991513252383
YJR096W,420,0.3431741265074598
YJR097W,385,0.3120991120991121
YJR098C,10,0.41711711711711713
YJR099W,252,0.3390414223747557
YJR100C,138,0.308845076961019
YJR101W,654,0.35103299017672107
YJR102C,189,0.404923441960479
YJR103W,784,0.3098404526975956
YJR104C,878,0.34069148875527006
YJR105W,526,0.3074062655811705
YJR106W,128,0.25737456206206205
YJR107W,84,0.29913246579913244
YJR108W,75,0.30760093426760093
YJR109C,601,0.28884125389949017
YJR110W,168,0.34488655321988654
YJR111C,235,0.2676719272463953
YJR112W,146,0.530235715167222
YJR112W-A,76,0.3461092671618987
YJR113C,818,0.5164014870616338
YJR114W,26,0.5272195272195273
YJR115W,17,0.43849732085026205
YJR116W,44,0.32402857402857405
YJR117W,405,0.29496162829496164
YJR118C,175,0.29455169455169455
YJR119C,812,0.30169824997411204
YJR120W,67,0.4137570406227123
YJR121W,1091,0.3796564667325437
YJR122W,263,0.35031609556324383
YJR123W,968,0.5425032470487016
YJR124C,125,0.2737777777777778
YJR125C,289,0.3400874923366273
YJR126C,100,0.2615415415415415
YJR127C,297,0.23375901153678932
YJR128W,4,0.41516516516516516
YJR129C,207,0.4460982721852287
YJR130C,230,0.3583148365757061
YJR131W,185,0.35279062846630416
YJR132W,547,0.30162886835647346
YJR133W,142,0.31941800955885463
YJR134C,115,0.29158723941332637
YJR135C,141,0.562633555541357
YJR135W-A,405,0.3587908896550872
YJR136C,70,0.4352924352924353
YJR137C,401,0.3211515755156653
YJR138W,136,0.3522713890360949
YJR139C,483,0.3095849472661067
YJR140C,174,0.329427128277703
YJR140W-A,1,0.9429429429429429
YJR141W,62,0.3164616229132358
YJR142W,385,0.27108147108147107
YJR143C,268,0.33536895104059283
YJR144W,177,0.3587372683417881
YJR145C,963,0.503234283088904
YJR146W,72,0.46367200533867203
YJR147W,238,0.28127707539472246
YJR148W,460,0.317095356225791
YJR149W,210,0.2365556032222699
YJR150C,155,0.3121121121121121
YJR151C,135,0.30655841026211395
YJR152W,238,0.3036103330220977
YJR153W,205,0.2835811421177275
YJR154W,166,0.3037254121591471
YJR155W,148,0.31292102913724534
YJR156C,217,0.3121462476301186
YJR158W,332,0.21418104851839792
YJR159W,312,0.300001925001925
YJR160C,381,0.22926863871745762
YJR161C,55,0.4208026208026208
YJR162C,24,0.5976393059726393
YKL001C,463,0.3087104383000711
YKL002W,311,0.3308453147681443
YKL003C,581,0.4522215847517052
YKL004W,218,0.31976471884728763
YKL005C,146,0.36873860161531397
YKL006C-A,87,0.513191352271812
YKL006W,584,0.5415929628258396
YKL007W,190,0.3358411042621569
YKL008C,344,0.3488081104360174
YKL009W,992,0.5409774694048888
YKL010C,670,0.3668429623653504
YKL011C,56,0.3981302731302731
YKL012W,330,0.38243698243698243
YKL013C,136,0.3828387210740152
YKL014C,452,0.43103501731820315
YKL015W,141,0.34520335938775654
YKL016C,532,0.3929700377068798
YKL017C,292,0.2921654531243572
YKL018C-A,2,0.2832832832832833
YKL018W,290,0.37655586621103865
YKL019W,181,0.3446595767037756
YKL020C,217,0.29844129844129846
YKL021C,534,0.47201696078100575
YKL022C,393,0.36996029107988393
YKL023C-A,2,0.4114114114114114
YKL023W,53,0.3284416491963662
YKL024C,567,0.3065375781425164
YKL025C,185,0.3123934745556367
YKL026C,534,0.3101434768101435
YKL027W,219,0.2498708754416517
YKL028W,201,0.5280703589161301
YKL029C,715,0.3240989240989241
YKL030W,1,0.968968968968969
YKL031W,15,0.34114114114114114
YKL032C,496,0.26063563563563563
YKL033W,153,0.32891060995636157
YKL033W-A,148,0.3579254930606282
YKL034W,269,0.32807528718309387
YKL035W,502,0.3258736824473876
YKL036C,4,0.5708208208208209
YKL037W,83,0.40762449196184136
YKL038W,224,0.3744011869011869
YKL039W,102,0.3065516496889046
YKL040C,324,0.3092845932352105
YKL041W,270,0.3337522707893078
YKL042W,232,0.42281937109523315
YKL043W,220,0.34134134134134136
YKL044W,67,0.31924461775208046
YKL045W,433,0.40657516639040886
YKL046C,135,0.30058947836725614
YKL047W,77,0.43817843817843816
YKL048C,370,0.34666828991153315
YKL049C,748,0.3446173446173446
YKL050C,35,0.2805662805662806
YKL051W,222,0.27139752364977593
YKL052C,169,0.4958034958034958
YKL053C-A,219,0.406589237639466
YKL053W,1,0.955955955955956
YKL054C,226,0.31004455783216844
YKL055C,407,0.29148312932096715
YKL056C,508,0.48756039504071
YKL057C,166,0.4020888358237756
YKL058W,266,0.48434524750314223
YKL059C,276,0.41303985144564853
YKL060C,801,0.3331608762320373
YKL061W,56,0.36445373945373943
YKL062W,774,0.33616432970438137
YKL063C,15,0.21848515181848516
YKL064W,131,0.2607951462913295
YKL065C,206,0.27897314790518674
YKL065W-A,40,0.4041041041041041
YKL066W,35,0.31028171028171025
YKL067W,1027,0.3268935927163775
YKL068W,322,0.35750657489787924
YKL068W-A,16,0.2882882882882883
YKL069W,128,0.2950372247247247
YKL070W,82,0.30878439415024783
YKL071W,257,0.2869795865904815
YKL072W,102,0.46064692143123515
YKL073W,602,0.31910814468954
YKL074C,387,0.3844775007565705
YKL075C,119,0.35633953281012104
YKL076C,32,0.3233233233233233
YKL077W,166,0.23548850054874151
YKL078W,844,0.4573862962488555
YKL079W,485,0.33720318256400733
YKL080W,273,0.3545450212116879
YKL081W,1031,0.4230738983406297
YKL082C,432,0.5148806213621029
YKL083W,10,0.2697697697697698
YKL084W,204,0.3202074623643251
YKL085W,859,0.335282896400475
YKL086W,293,0.32555080677947573
YKL087C,230,0.32550376463419944
YKL088W,351,0.29961300331670704
YKL089W,103,0.38906868033081626
YKL090W,63,0.32732732732732733
YKL091C,365,0.3447749118981996
YKL092C,236,0.36220966729441306
YKL093W,228,0.3170714574223346
YKL094W,479,0.282999074230807
YKL095W,238,0.4140905611493847
YKL096C-B,13,0.5148225148225148
YKL096W,190,0.31860281333965546
YKL096W-A,161,0.3346016824277694
YKL097C,3,0.29863196529863195
YKL098W,51,0.3694675067224087
YKL099C,507,0.5445188778522112
YKL100C,168,0.31228252061585393
YKL101W,382,0.324549680570623
YKL102C,2,0.3738738738738739
YKL103C,445,0.3316642485181811
YKL104C,515,0.28323857838420946
YKL105C,31,0.4218411960347444
YKL106C-A,2,0.23823823823823823
YKL106W,433,0.3963201076365049
YKL107W,313,0.2634519503529088
YKL108W,138,0.4645007326166746
YKL109W,309,0.35726989125047376
YKL110C,148,0.34564294023753483
YKL111C,7,0.525954525954526
YKL112W,534,0.4108359295625213
YKL113C,757,0.38944360476725076
YKL114C,428,0.3221492520557941
YKL116C,146,0.2410218437615698
YKL117W,547,0.31766135422442554
YKL118W,23,0.4433128780954868
YKL119C,176,0.31774956774956775
YKL120W,213,0.30119791152655
YKL121W,92,0.32617400008704356
YKL122C,70,0.32004862004862006
YKL123W,1,0.9479479479479479
YKL124W,213,0.31659358889405836
YKL125W,251,0.3570901578869706
YKL126W,450,0.3731175620064509
YKL127W,420,0.3531579198245865
YKL128C,74,0.4154965776587398
YKL129C,388,0.3084192439862543
YKL130C,213,0.4436925188098897
YKL132C,361,0.29256680503217897
YKL133C,93,0.3626099217497067
YKL134C,295,0.2986070816579291
YKL135C,354,0.3809063300588724
YKL136W,4,0.3908908908908909
YKL137W,94,0.34774135837965625
YKL138C,148,0.5772867462056651
YKL138C-A,137,0.5526913775088957
YKL139W,472,0.37372754110042244
YKL140W,226,0.3389761442858788
YKL141W,413,0.3689209790904706
YKL142W,236,0.30699767564174346
YKL143W,529,0.5612701548429336
YKL144C,496,0.33351093028512385
YKL145W,718,0.3726470202793323
YKL145W-A,1,0.8798798798798799
YKL146W,120,0.33823823823823823
YKL147C,1,0.9049049049049049
YKL148C,587,0.33868962659422625
YKL149C,182,0.32725582725582725
YKL150W,520,0.3082332332332332
YKL151C,648,0.2881075519964409
YKL152C,518,0.3183820886523589
YKL153W,35,0.43886743886743884
YKL154W,308,0.3251790751790752
YKL155C,310,0.4355807420323549
YKL156C-A,1,0.9019019019019019
YKL156W,529,0.5805881495862593
YKL157W,404,0.25621413492700623
YKL159C,155,0.32591946785495174
YKL160W,193,0.3360562635174034
YKL161C,634,0.29661206948273194
YKL162C,67,0.3985328612194284
YKL162C-A,1,0.17117117117117117
YKL163W,178,0.29381066459718147
YKL164C,118,0.34015371303506897
YKL165C,204,0.35684213625390093
YKL165C-A,51,0.42666195607372076
YKL166C,532,0.3162579873106189
YKL167C,106,0.37690520709388636
YKL168C,236,0.2873890839992535
YKL169C,4,0.3841341341341341
YKL170W,588,0.5620705739753359
YKL171W,330,0.25947159280492615
YKL172W,751,0.5281939729343191
YKL173W,993,0.37950437849732915
YKL174C,91,0.31742731742731745
YKL175W,228,0.2848945436664735
YKL176C,117,0.44052599608155163
YKL177W,76,0.2901454085664612
YKL178C,233,0.39930918042506025
YKL179C,224,0.31430090805090805
YKL180W,742,0.5610003534531837
YKL181W,744,0.280772708192063
YKL182W,517,0.3105116722137999
YKL183C-A,14,0.5053625053625054
YKL183W,28,0.4565994565994566
YKL184W,814,0.30508518346356184
YKL185W,271,0.4235490102648774
YKL186C,129,0.46590000853566743
YKL187C,103,0.32880453268802784
YKL188C,312,0.31776006776006777
YKL189W,191,0.3288157267214859
YKL190W,687,0.3235739378388578
YKL191W,383,0.3112407446611102
YKL192C,1091,0.36128979575359044
YKL193C,740,0.28243513784054325
YKL194C,663,0.3187033187033187
YKL195W,455,0.3818411818411818
YKL196C,418,0.38002356423409056
YKL197C,302,0.309614250011601
YKL198C,281,0.2635019360998009
YKL201C,136,0.32404463286816226
YKL203C,961,0.33054073844916715
YKL204W,214,0.32204166783606036
YKL205W,413,0.3813813813813814
YKL206C,138,0.44707025866446154
YKL207W,158,0.3538918665500944
YKL208W,144,0.40784534534534533
YKL209C,501,0.31305357253461047
YKL210W,684,0.33696854749486327
YKL211C,1043,0.3525654129680975
YKL212W,503,0.335856731482974
YKL213C,401,0.3314361743289424
YKL214C,64,0.39791353853853856
YKL215C,168,0.30588922255588924
YKL216W,1041,0.3189635360624794
YKL217W,302,0.32377079065820785
YKL218C,330,0.2878363211696545
YKL219W,31,0.5619813361748845
YKL220C,164,0.3713957860299324
YKL221W,153,0.3383775932795541
YKL222C,74,0.39734328923518114
YKL223W,32,0.612424924924925
YKL224C,96,0.5318443443443444
YKL225W,48,0.6412871204537871
YKR001C,711,0.33657426765724935
YKR002W,410,0.3824995727434752
YKR003W,162,0.28162112730013966
YKR004C,67,0.4467900736557453
YKR005C,87,0.3565174369772071
YKR006C,149,0.5576650475979334
YKR007W,154,0.3736593736593737
YKR008W,478,0.3042791745720616
YKR009C,431,0.3537272771611519
YKR010C,151,0.3212550298643014
YKR011C,114,0.30590239362169186
YKR012C,1,0.9229229229229229
YKR013W,164,0.3133133133133133
YKR014C,357,0.37343786363394205
YKR015C,67,0.3121180882374912
YKR016W,355,0.34169944592479806
YKR017C,216,0.44606643680717756
YKR018C,14,0.3231803231803232
YKR019C,264,0.31442048108714776
YKR020W,204,0.3254381832813205
YKR021W,144,0.35891447002558113
YKR022C,89,0.39755485822901554
YKR023W,90,0.32376821265710154
YKR024C,755,0.41834549781569647
YKR025W,332,0.3554488223162922
YKR026C,453,0.29887061454390373
YKR027W,41,0.4007666202788154
YKR028W,239,0.28526853213045683
YKR029C,384,0.34050456706706705
YKR030W,87,0.3550562056309183
YKR031C,752,0.34721955998551746
YKR032W,2,0.3953953953953954
YKR033C,1,0.6546546546546547
YKR034W,421,0.31808055085964826
YKR035C,42,0.38748272081605417
YKR035W-A,225,0.34774774774774775
YKR036C,190,0.33440809230282914
YKR037C,86,0.702714342249226
YKR038C,529,0.26538069260186464
YKR039W,443,0.37863597231543056
YKR040C,5,0.33993993993993993
YKR041W,11,0.2777322777322777
YKR042W,229,0.28306472411275907
YKR043C,278,0.26926566854624406
YKR044W,5,0.44784784784784787
YKR045C,30,0.4309976643309977
YKR046C,192,0.3239280947614281
YKR047W,6,0.3003003003003003
YKR048C,555,0.34523352181009836
YKR049C,223,0.3337463023561678
YKR050W,258,0.3052975456076231
YKR051W,38,0.22917654496601866
YKR052C,236,0.34325427122037294
YKR053C,147,0.3007361102599198
YKR054C,500,0.3377937937937938
YKR055W,391,0.29053350025217034
YKR056W,788,0.3557453392478773
YKR057W,471,0.6064025809248739
YKR058W,182,0.32703032703032703
YKR059W,905,0.33366183863421434
YKR060W,452,0.570065640862101
YKR061W,109,0.2882974717837103
YKR062W,231,0.42183308849975515
YKR063C,271,0.44885106508722744
YKR064W,86,0.3395954093628512
YKR065C,122,0.5362821838231674
YKR066C,562,0.2947645154050848
YKR067W,330,0.29494949494949496
YKR068C,224,0.41748444873444873
YKR069W,365,0.2985012409669944
YKR070W,186,0.21928379992896121
YKR071C,219,0.4173031478967552
YKR072C,302,0.30314088923360444
YKR073C,36,0.5065621176732288
YKR074W,38,0.40076919024287444
YKR075C,56,0.4519519519519519
YKR075W-A,1,0.9039039039039038
YKR076W,369,0.31888528094490154
YKR077W,78,0.3486948486948487
YKR078W,137,0.28671006773196556
YKR079C,688,0.33017610633889705
YKR080W,746,0.2957568828882502
YKR081C,740,0.5496388280172064
YKR082W,453,0.3229520911640117
YKR083C,221,0.4331843155372567
YKR084C,478,0.4326229995686063
YKR085C,236,0.4797806280857128
YKR086W,475,0.35829513724250567
YKR087C,273,0.30899764233097565
YKR088C,287,0.26042069944508967
YKR089C,228,0.3949563598686406
YKR090W,344,0.2997037735409828
YKR091W,107,0.35445726099931707
YKR092C,659,0.4046049083985351
YKR093W,335,0.33921085264368844
YKR094C,970,0.5915028430492348
YKR095W,369,0.32897396041027477
YKR095W-A,21,0.4860098193431527
YKR096W,103,0.3545584419370827
YKR097W,536,0.3484062420629585
YKR098C,117,0.3134844245955357
YKR099W,1234,0.2984459337781866
YKR100C,61,0.45650568601388275
YKR101W,167,0.4520568472664281
YKR102W,124,0.2857857857857858
YKR103W,133,0.2648889490994754
YKR104W,195,0.2911629578296245
YKR105C,381,0.23567924880260838
YKR106W,273,0.2348135681469015
YLL001W,609,0.32827901793419034
YLL002W,399,0.3423523774400967
YLL003W,143,0.3733103733103733
YLL004W,285,0.41509228526772385
YLL005C,90,0.31785118451785116
YLL006W,184,0.41892435914175047
YLL006W-A,2,0.3818818818818819
YLL007C,34,0.35750456338691633
YLL008W,817,0.4661013522702629
YLL009C,449,0.37952651983832386
YLL010C,247,0.28341296762349394
YLL011W,643,0.5358173103118671
YLL012W,200,0.30575075075075075
YLL013C,611,0.27972653504568395
YLL014W,127,0.31544142567764616
YLL015W,168,0.2598610515277182
YLL018C,545,0.29805034392190355
YLL018C-A,242,0.4416441234623053
YLL019C,581,0.26079952585976685
YLL019W-A,1,0.9219219219219219
YLL020C,5,0.35475475475475476
YLL021W,284,0.4209209209209209
YLL022C,351,0.36078813856591635
YLL023C,209,0.33022975128238286
YLL024C,904,0.2829444488736524
YLL025W,77,0.429000429000429
YLL026W,986,0.3420794019171301
YLL027W,334,0.33509857162551776
YLL028W,239,0.30936794535120893
YLL029W,491,0.26479024849696947
YLL030C,31,0.49181439504020147
YLL031C,181,0.35209242391562834
YLL032C,212,0.3056641547207585
YLL033W,77,0.4447304447304447
YLL034C,642,0.43769938162461525
YLL035W,240,0.3267559225892559
YLL036C,624,0.39329714329714327
YLL038C,186,0.2992024282346863
YLL039C,1503,0.44685204166242093
YLL040C,430,0.312254114579696
YLL041C,710,0.3639160287047611
YLL042C,84,0.5078650078650079
YLL043W,407,0.29169956196983227
YLL044W,111,0.332061791521251
YLL045C,776,0.47652033476775746
YLL046C,44,0.3905951405951406
YLL047W,1,0.1961961961961962
YLL048C,265,0.27238937050257805
YLL049W,100,0.3895895895895896
YLL050C,485,0.33035509736540664
YLL051C,115,0.3554598076337207
YLL052C,227,0.2602690796523396
YLL053C,995,0.4239998792762612
YLL054C,33,0.452998452998453
YLL055W,171,0.30677461086817814
YLL056C,176,0.3170898170898171
YLL057C,197,0.33372966875504945
YLL058W,152,0.39114772667404246
YLL059C,6,0.7402402402402403
YLL060C,437,0.2904002400569906
YLL061W,129,0.30690380302783404
YLL062C,222,0.3172091009928848
YLL063C,141,0.3312674376504164
YLL064C,135,0.4386534682830979
YLL065W,44,0.43877968877968876
YLL066C,102,0.47434689591552337
YLL066W-A,58,0.4228021124572849
YLL066W-B,44,0.4065656565656566
YLL067C,151,0.4523066112470086
YLL067W-A,7,0.7068497068497068
YLR001C,83,0.2720551877178383
YLR002C,590,0.5589708352420217
YLR003C,419,0.5168963713116458
YLR004C,132,0.337951587951588
YLR005W,278,0.5928662475425065
YLR006C,397,0.2965610446718759
YLR007W,164,0.30792377743597255
YLR008C,355,0.3910304670868051
YLR009W,714,0.6130079659491424
YLR010C,85,0.40930342106812695
YLR011W,213,0.2908636335866383
YLR012C,77,0.3007033007033007
YLR013W,362,0.2590214523916181
YLR014C,248,0.29678468791372015
YLR015W,337,0.27439605777884707
YLR016C,218,0.40302688009110027
YLR017W,477,0.2789665976248785
YLR018C,139,0.45841524978215625
YLR019W,194,0.27783969536546854
YLR020C,151,0.29252431239186205
YLR021W,87,0.396845120983052
YLR022C,459,0.32853986884487973
YLR023C,127,0.33146532359130787
YLR024C,370,0.309458106755404
YLR025W,368,0.36776994385690037
YLR026C,294,0.4705623991338277
YLR027C,492,0.35843770599868163
YLR028C,485,0.2954232583098563
YLR029C,663,0.5578685774764206
YLR030W,7,0.4824824824824825
YLR031W,45,0.3436992548103659
YLR032W,583,0.34254322933568215
YLR033W,127,0.4210115627438462
YLR034C,261,0.3637123713752066
YLR035C,312,0.2974448807782141
YLR035C-A,26,0.2817047817047817
YLR036C,8,0.3641141141141141
YLR037C,142,0.4117991230667287
YLR038C,416,0.39717361592361594
YLR039C,300,0.29137137137137137
YLR040C,63,0.4274750941417608
YLR041W,6,0.6521521521521522
YLR042C,92,0.3719806763285024
YLR043C,752,0.2850536706919686
YLR044C,476,0.34284494578612223
YLR045C,401,0.425008549696829
YLR046C,78,0.4079720746387413
YLR047C,112,0.3447912197912198
YLR048W,892,0.4907441073360356
YLR049C,53,0.3236443991160972
YLR050C,32,0.4650275275275275
YLR051C,448,0.5171823609323609
YLR052W,128,0.40784534534534533
YLR053C,95,0.32120541594225804
YLR054C,47,0.5043128234617597
YLR055C,295,0.3324816341765494
YLR056W,355,0.3245273442456541
YLR057W,124,0.3400900900900901
YLR058C,858,0.3173943173943174
YLR059C,242,0.31626254353527083
YLR060W,854,0.31364619889210055
YLR061W,568,0.5661101242087158
YLR062C,159,0.3300785061791351
YLR063W,173,0.3303476887291916
YLR064W,135,0.31951210469728986
YLR065C,147,0.3409872457491505
YLR066W,179,0.35660241246833424
YLR067C,354,0.35148425261419614
YLR068W,274,0.3627130780415452
YLR069C,918,0.3382958121520213
YLR070C,349,0.30293904219405654
YLR071C,252,0.4346131846131846
YLR072W,92,0.36246028637332983
YLR073C,172,0.279919454338059
YLR074C,552,0.4647781839810825
YLR075W,765,0.4987850595693733
YLR076C,104,0.30062755062755064
YLR077W,268,0.253873276261336
YLR078C,220,0.46426426426426426
YLR079W,313,0.4521742189473819
YLR080W,116,0.28516447481964724
YLR081W,576,0.25630839172505837
YLR082C,60,0.36261261261261263
YLR083C,277,0.2628946636166853
YLR084C,123,0.3562912506001937
YLR085C,255,0.3319790378613908
YLR086W,584,0.3793656670368999
YLR087C,243,0.27235053984025176
YLR088W,130,0.37334257334257337
YLR089C,563,0.31658656880681746
YLR090W,294,0.33383383383383386
YLR091W,66,0.402038402038402
YLR092W,233,0.3129825104074031
YLR093C,290,0.3826136481308895
YLR094C,20,0.43173173173173174
YLR095C,81,0.4087050012975939
YLR096W,387,0.2573607198930196
YLR097C,128,0.4269191066066066
YLR098C,157,0.28352556378034083
YLR099C,200,0.29202702702702704
YLR099W-A,76,0.4360413044623571
YLR100W,169,0.39712493558647405
YLR101C,17,0.3167284931990814
YLR102C,178,0.3953054177773279
YLR103C,377,0.5186141048210013
YLR104W,72,0.3704120787454121
YLR105C,156,0.3693886193886194
YLR106C,583,0.4438950099327458
YLR107W,294,0.2762626572150382
YLR108C,102,0.39546409154252293
YLR109W,420,0.32574717574717577
YLR110C,286,0.31153531153531155
YLR111W,28,0.318032318032318
YLR112W,29,0.4009526768147458
YLR113W,1043,0.3626464431833559
YLR114C,93,0.31811381273746864
YLR115W,375,0.3051745078411745
YLR116W,362,0.3786438372073731
YLR117C,313,0.46143587677134
YLR118C,259,0.28988061420493855
YLR119W,119,0.39877692818869287
YLR120C,269,0.28670678113057296
YLR120W-A,2,0.7042042042042042
YLR121C,228,0.27901146760795886
YLR122C,2,0.7027027027027027
YLR123C,37,0.3572220869518167
YLR124W,6,0.7727727727727728
YLR125W,38,0.4817185606659291
YLR126C,531,0.29789488169902484
YLR127C,173,0.4622078726124969
YLR128W,147,0.40742102646864553
YLR129W,694,0.5342763512792331
YLR130C,229,0.3104239610789829
YLR131C,508,0.3301037257730171
YLR132C,20,0.40935935935935935
YLR133W,296,0.3163805697589481
YLR134W,334,0.33676490862119607
YLR135W,172,0.4046837535209628
YLR136C,417,0.32202706303425727
YLR137W,188,0.34081421847379295
YLR138W,292,0.30876424369575056
YLR139C,11,0.421967421967422
YLR140W,2,0.555055055055055
YLR141W,76,0.39020599546915335
YLR142W,555,0.31611972332693056
YLR143W,384,0.23934351017684352
YLR144C,161,0.2978257760866457
YLR145W,76,0.5363521416152995
YLR146C,548,0.2642533043992898
YLR146W-A,82,0.29481920945335577
YLR147C,564,0.40975372535656224
YLR148W,308,0.36984386984386985
YLR149C,313,0.3418146581085878
YLR149C-A,24,0.3536036036036036
YLR150W,365,0.5082479740013987
YLR151C,490,0.286259729116872
YLR152C,61,0.27717881816242473
YLR153C,614,0.31419693308944124
YLR154C,90,0.38710933155377597
YLR154C-G,47,0.34229974655506573
YLR154C-H,50,0.3360760760760761
YLR154W-A,14,0.38731588731588734
YLR154W-B,41,0.3483483483483483
YLR154W-C,72,0.31702535869202536
YLR154W-E,41,0.3483483483483483
YLR154W-F,41,0.3483483483483483
YLR155C,196,0.30606627035198464
YLR156C-A,1,0.6306306306306306
YLR156W,57,0.3381978469697768
YLR157C,187,0.29873188696718106
YLR157C-A,14,0.2107107107107107
YLR157C-B,16,0.21421421421421422
